,reviewer_name,reviewer_name_idx,hotel_id,hotel_idx,score
2094,changmin,3240,18_30,427.0,10.847959518432617
2095,changmin,3240,7_9,335.0,10.751179695129395
2096,changmin,3240,12_13,323.0,10.750833511352539
2097,DOHYUN,3463,18_30,427.0,10.341626167297363
2098,DOHYUN,3463,7_9,335.0,10.20181655883789
2099,DOHYUN,3463,12_13,323.0,10.194132804870605
2100,Wook,4067,18_30,427.0,10.3607177734375
2101,Wook,4067,7_9,335.0,10.037239074707031
2102,Wook,4067,12_13,323.0,10.02349853515625
2103,jeenkyung,4208,18_30,427.0,11.182625770568848
2104,jeenkyung,4208,7_9,335.0,11.010796546936035
2105,jeenkyung,4208,12_13,323.0,11.006572723388672
2106,Betty,4521,18_30,427.0,7.726335048675537
2107,Betty,4521,7_9,335.0,7.543331146240234
2108,Betty,4521,12_13,323.0,7.538097858428955
2109,HWON,4719,18_30,427.0,10.683319091796875
2110,HWON,4719,7_9,335.0,10.47714614868164
2111,HWON,4719,12_13,323.0,10.457387924194336
2112,Suchitar,5225,18_30,427.0,8.210619926452637
2113,Suchitar,5225,16_14,415.0,8.069746017456055
2114,Suchitar,5225,7_9,335.0,8.055461883544922
2115,Caine,5944,18_30,427.0,11.206287384033203
2116,Caine,5944,7_9,335.0,11.125007629394531
2117,Caine,5944,12_13,323.0,11.11032485961914
2118,KyungJong,6627,18_30,427.0,10.951902389526367
2119,KyungJong,6627,7_9,335.0,10.700581550598145
2120,KyungJong,6627,12_13,323.0,10.689820289611816
2121,Nigel,6867,18_30,427.0,6.480720520019531
2122,Nigel,6867,28_7,172.0,6.386096000671387
2123,Nigel,6867,17_29,421.0,6.160924434661865
2124,Piyadhida,6939,5_1,253.0,9.981712341308594
2125,Piyadhida,6939,18_30,427.0,9.839128494262695
2126,Piyadhida,6939,7_9,335.0,9.837584495544434
2127,SEUNGBONG,7031,18_30,427.0,7.336608409881592
2128,SEUNGBONG,7031,7_9,335.0,7.145740032196045
2129,SEUNGBONG,7031,12_13,323.0,7.1394572257995605
2130,SULKI,7065,6_14,212.0,9.581878662109375
2131,SULKI,7065,18_30,427.0,9.415491104125977
2132,SULKI,7065,7_9,335.0,9.070714950561523
2133,Tayon,7236,18_30,427.0,9.70914077758789
2134,Tayon,7236,7_9,335.0,9.424039840698242
2135,Tayon,7236,12_13,323.0,9.41308307647705
2136,XUEYING,7366,18_30,427.0,10.300880432128906
2137,XUEYING,7366,17_29,421.0,9.793953895568848
2138,XUEYING,7366,17_18,419.0,9.793953895568848
2139,Yuko,7468,18_30,427.0,8.914349555969238
2140,Yuko,7468,7_9,335.0,8.511116981506348
2141,Yuko,7468,12_13,323.0,8.505926132202148
2142,hyeonjeong,7641,18_30,427.0,8.408323287963867
2143,hyeonjeong,7641,16_14,415.0,8.274354934692383
2144,hyeonjeong,7641,16_15,248.0,8.193182945251465
2145,kyongeun,7747,18_30,427.0,8.872690200805664
2146,kyongeun,7747,39_17,293.0,8.77108097076416
2147,kyongeun,7747,7_9,335.0,8.518604278564453
2148,yohan,7953,18_30,427.0,10.024127006530762
2149,yohan,7953,23_5,199.0,9.980550765991211
2150,yohan,7953,39_17,293.0,9.830425262451172
2151,한희,8175,7_9,335.0,10.727224349975586
2152,한희,8175,12_13,323.0,10.7108793258667
2153,한희,8175,18_30,427.0,10.695429801940918
2154,Seok,656,18_30,427.0,10.910286903381348
2155,Seok,656,7_9,335.0,10.607562065124512
2156,Seok,656,12_13,323.0,10.601387023925781
2157,Markus,1057,18_30,427.0,11.434096336364746
2158,Markus,1057,7_9,335.0,11.180559158325195
2159,Markus,1057,12_13,323.0,11.174066543579102
2160,Vicki,1091,18_30,427.0,10.311288833618164
2161,Vicki,1091,7_9,335.0,10.276104927062988
2162,Vicki,1091,12_13,323.0,10.261649131774902
2163,alex,1276,17_29,421.0,10.723958015441895
2164,alex,1276,17_18,419.0,10.723958015441895
2165,alex,1276,16_29,417.0,10.723958015441895
2166,yu,1297,7_9,335.0,10.9501371383667
2167,yu,1297,12_13,323.0,10.937101364135742
2168,yu,1297,18_30,427.0,10.902859687805176
2169,SUNGHYON,1514,18_30,427.0,9.18358039855957
2170,SUNGHYON,1514,39_17,293.0,9.129756927490234
2171,SUNGHYON,1514,7_9,335.0,8.907294273376465
2172,Joanne,2044,18_30,427.0,10.9142427444458
2173,Joanne,2044,7_9,335.0,10.537612915039062
2174,Joanne,2044,12_13,323.0,10.52818775177002
2175,SIAU,2212,18_30,427.0,9.598037719726562
2176,SIAU,2212,7_9,335.0,9.29127025604248
2177,SIAU,2212,12_13,323.0,9.277088165283203
2178,horatio,2430,18_30,427.0,8.00178337097168
2179,horatio,2430,7_9,335.0,7.646077632904053
2180,horatio,2430,12_13,323.0,7.643941402435303
2181,mark,2483,18_30,427.0,10.607919692993164
2182,mark,2483,7_9,335.0,10.445499420166016
2183,mark,2483,12_13,323.0,10.436392784118652
2184,seakin,2505,18_30,427.0,10.285977363586426
2185,seakin,2505,7_9,335.0,10.042486190795898
2186,seakin,2505,12_13,323.0,10.028119087219238
2187,Asmita,2625,18_30,427.0,10.968568801879883
2188,Asmita,2625,7_9,335.0,10.459096908569336
2189,Asmita,2625,12_13,323.0,10.443428039550781
2190,SJ,2758,18_30,427.0,11.492215156555176
2191,SJ,2758,7_9,335.0,11.297550201416016
2192,SJ,2758,12_13,323.0,11.290539741516113
2193,Seohee,2765,18_30,427.0,10.888053894042969
2194,Seohee,2765,7_9,335.0,10.817659378051758
2195,Seohee,2765,12_13,323.0,10.809815406799316
2196,Mihwa,3075,18_30,427.0,10.44992733001709
2197,Mihwa,3075,7_9,335.0,10.442170143127441
2198,Mihwa,3075,12_13,323.0,10.436320304870605
2199,HyunKyung,3596,18_30,427.0,8.4116849899292
2200,HyunKyung,3596,7_9,335.0,8.212188720703125
2201,HyunKyung,3596,12_13,323.0,8.204830169677734
2202,MinJung,3782,18_30,427.0,7.604186058044434
2203,MinJung,3782,7_9,335.0,7.48734188079834
2204,MinJung,3782,12_13,323.0,7.484468936920166
2205,다인,4369,18_30,427.0,11.06800365447998
2206,다인,4369,7_9,335.0,10.805508613586426
2207,다인,4369,12_13,323.0,10.795832633972168
2208,YunTae,5399,15_24,326.0,7.602060317993164
2209,YunTae,5399,9_14,337.0,7.570573329925537
2210,YunTae,5399,7_9,335.0,7.211355209350586
2211,minkyeong,5559,18_30,427.0,10.873300552368164
2212,minkyeong,5559,12_13,323.0,10.597417831420898
2213,minkyeong,5559,7_9,335.0,10.597390174865723
2214,Aaang,5772,18_30,427.0,10.656537055969238
2215,Aaang,5772,7_9,335.0,10.565967559814453
2216,Aaang,5772,12_13,323.0,10.560441017150879
2217,Amalie,5803,18_30,427.0,10.653515815734863
2218,Amalie,5803,7_9,335.0,10.507183074951172
2219,Amalie,5803,12_13,323.0,10.486990928649902
2220,DEOKWON,6028,18_30,427.0,11.090864181518555
2221,DEOKWON,6028,39_17,293.0,10.963851928710938
2222,DEOKWON,6028,7_9,335.0,10.648255348205566
2223,HoangHoang,6303,16_14,415.0,10.074380874633789
2224,HoangHoang,6303,16_15,248.0,9.983208656311035
2225,HoangHoang,6303,18_30,427.0,9.835668563842773
2226,K.M.T.K,6525,18_30,427.0,8.735666275024414
2227,K.M.T.K,6525,7_9,335.0,8.488333702087402
2228,K.M.T.K,6525,12_13,323.0,8.48597526550293
2229,KOSHIN,6542,18_30,427.0,10.760568618774414
2230,KOSHIN,6542,7_9,335.0,10.383014678955078
2231,KOSHIN,6542,12_13,323.0,10.368739128112793
2232,MinSoo,6783,18_30,427.0,9.05285358428955
2233,MinSoo,6783,7_9,335.0,8.628580093383789
2234,MinSoo,6783,27_26,437.0,8.628366470336914
2235,YONGHAWN,7397,18_30,427.0,6.886763572692871
2236,YONGHAWN,7397,7_9,335.0,6.645129203796387
2237,YONGHAWN,7397,12_13,323.0,6.635992527008057
2238,gwiyeong,7595,18_30,427.0,10.570147514343262
2239,gwiyeong,7595,7_9,335.0,10.136490821838379
2240,gwiyeong,7595,12_13,323.0,10.11676025390625
2241,matias,7775,18_30,427.0,10.601399421691895
2242,matias,7775,7_9,335.0,10.483691215515137
2243,matias,7775,12_13,323.0,10.472617149353027
2244,vu,108,18_30,427.0,11.73216438293457
2245,vu,108,12_13,323.0,11.14389419555664
2246,vu,108,7_9,335.0,11.142574310302734
2247,Peter,180,7_9,335.0,10.752779960632324
2248,Peter,180,12_13,323.0,10.733123779296875
2249,Peter,180,16_14,415.0,10.279648780822754
2250,Lisa,387,39_17,293.0,11.550915718078613
2251,Lisa,387,18_30,427.0,11.413431167602539
2252,Lisa,387,7_9,335.0,11.299816131591797
2253,YEE,627,18_30,427.0,10.603639602661133
2254,YEE,627,7_9,335.0,10.479469299316406
2255,YEE,627,12_13,323.0,10.467251777648926
2256,trung,632,7_9,335.0,10.810084342956543
2257,trung,632,12_13,323.0,10.78783893585205
2258,trung,632,18_30,427.0,9.836511611938477
2259,Alexander,763,18_30,427.0,10.453963279724121
2260,Alexander,763,7_9,335.0,10.164563179016113
2261,Alexander,763,12_13,323.0,10.158716201782227
2262,Toni,1081,18_30,427.0,11.359763145446777
2263,Toni,1081,7_9,335.0,11.086688041687012
2264,Toni,1081,12_13,323.0,11.081048965454102
2265,KhanG,1233,18_30,427.0,10.932747840881348
2266,KhanG,1233,39_17,293.0,10.868595123291016
2267,KhanG,1233,7_9,335.0,10.603409767150879
2268,YEONGHYEON,1383,39_17,293.0,10.770779609680176
2269,YEONGHYEON,1383,18_30,427.0,10.72801685333252
2270,YEONGHYEON,1383,7_9,335.0,10.401920318603516
2271,LING,1678,18_30,427.0,10.749052047729492
2272,LING,1678,7_9,335.0,10.522820472717285
2273,LING,1678,12_13,323.0,10.51917839050293
2274,KUKSUG,2056,18_30,427.0,10.187700271606445
2275,KUKSUG,2056,7_9,335.0,9.823769569396973
2276,KUKSUG,2056,12_13,323.0,9.809120178222656
2277,Nicola,2147,18_30,427.0,11.113792419433594
2278,Nicola,2147,7_9,335.0,11.017468452453613
2279,Nicola,2147,12_13,323.0,11.00747013092041
2280,Prakkod,2178,18_30,427.0,10.8176908493042
2281,Prakkod,2178,7_9,335.0,10.51401138305664
2282,Prakkod,2178,12_13,323.0,10.502918243408203
2283,Sanjay,2229,18_30,427.0,10.625958442687988
2284,Sanjay,2229,39_17,293.0,10.225318908691406
2285,Sanjay,2229,7_9,335.0,10.215754508972168
2286,U,2315,18_30,427.0,11.485919952392578
2287,U,2315,7_9,335.0,11.181488037109375
2288,U,2315,12_13,323.0,11.167123794555664
2289,규성,2576,18_30,427.0,11.036748886108398
2290,규성,2576,7_9,335.0,10.859041213989258
2291,규성,2576,12_13,323.0,10.847758293151855
2292,명주,2869,6_14,212.0,9.905505180358887
2293,명주,2869,18_30,427.0,9.412554740905762
2294,명주,2869,7_9,335.0,8.934142112731934
2295,Chiên,3444,18_30,427.0,11.000916481018066
2296,Chiên,3444,7_9,335.0,10.642419815063477
2297,Chiên,3444,12_13,323.0,10.633143424987793
2298,HUIRU,3552,18_30,427.0,10.541118621826172
2299,HUIRU,3552,7_9,335.0,10.462516784667969
2300,HUIRU,3552,12_13,323.0,10.4540433883667
2301,Orestas,3852,18_30,427.0,10.945184707641602
2302,Orestas,3852,7_9,335.0,10.646527290344238
2303,Orestas,3852,12_13,323.0,10.640690803527832
2304,Taib,4013,18_30,427.0,10.732138633728027
2305,Taib,4013,39_17,293.0,10.659768104553223
2306,Taib,4013,7_9,335.0,10.352645874023438
2307,nhók,4264,18_30,427.0,10.069570541381836
2308,nhók,4264,7_9,335.0,9.794803619384766
2309,nhók,4264,12_13,323.0,9.789434432983398
2310,youyoung,4343,18_30,427.0,10.98033332824707
2311,youyoung,4343,7_9,335.0,10.898451805114746
2312,youyoung,4343,12_13,323.0,10.889626502990723
2313,김재광,4367,18_30,427.0,9.939523696899414
2314,김재광,4367,7_9,335.0,9.423612594604492
2315,김재광,4367,12_13,323.0,9.415172576904297
2316,찬호,4438,18_30,427.0,11.115364074707031
2317,찬호,4438,7_9,335.0,10.714821815490723
2318,찬호,4438,12_13,323.0,10.708829879760742
2319,Srinavin,5218,18_30,427.0,9.444280624389648
2320,Srinavin,5218,39_17,293.0,9.380594253540039
2321,Srinavin,5218,7_9,335.0,9.110328674316406
2322,ananyanut,5421,7_9,335.0,10.727224349975586
2323,ananyanut,5421,12_13,323.0,10.7108793258667
2324,ananyanut,5421,18_30,427.0,10.695429801940918
2325,hiep,5476,18_30,427.0,8.469762802124023
2326,hiep,5476,7_9,335.0,8.302236557006836
2327,hiep,5476,12_13,323.0,8.291215896606445
2328,youngme,5659,18_30,427.0,10.70621395111084
2329,youngme,5659,7_9,335.0,10.626766204833984
2330,youngme,5659,12_13,323.0,10.612166404724121
2331,Andrej,5809,18_30,427.0,7.7332024574279785
2332,Andrej,5809,17_29,421.0,7.2208967208862305
2333,Andrej,5809,17_18,419.0,7.2208967208862305
2334,BEOM,5848,18_30,427.0,10.572831153869629
2335,BEOM,5848,7_9,335.0,10.261091232299805
2336,BEOM,5848,12_13,323.0,10.25604248046875
2337,Brendon,5900,18_30,427.0,10.251500129699707
2338,Brendon,5900,7_9,335.0,9.787784576416016
2339,Brendon,5900,12_13,323.0,9.781814575195312
2340,Byungpyo,5910,18_30,427.0,7.546239852905273
2341,Byungpyo,5910,7_9,335.0,7.442588806152344
2342,Byungpyo,5910,12_13,323.0,7.428284645080566
2343,Chenlu,5978,18_30,427.0,8.783677101135254
2344,Chenlu,5978,7_9,335.0,8.428274154663086
2345,Chenlu,5978,12_13,323.0,8.420580863952637
2346,Hộ,6347,18_30,427.0,8.315628051757812
2347,Hộ,6347,7_9,335.0,8.171034812927246
2348,Hộ,6347,12_13,323.0,8.159679412841797
2349,MINHAE,6700,18_30,427.0,10.13127613067627
2350,MINHAE,6700,7_9,335.0,9.833783149719238
2351,MINHAE,6700,12_13,323.0,9.822348594665527
2352,Varun,7312,7_9,335.0,10.872187614440918
2353,Varun,7312,12_13,323.0,10.855801582336426
2354,Varun,7312,18_30,427.0,10.647283554077148
2355,YE44-Võ,7384,18_30,427.0,10.780351638793945
2356,YE44-Võ,7384,7_9,335.0,10.450368881225586
2357,YE44-Võ,7384,17_29,421.0,10.442521095275879
2358,Yereen,7440,18_30,427.0,10.647229194641113
2359,Yereen,7440,39_17,293.0,10.525299072265625
2360,Yereen,7440,7_9,335.0,10.222325325012207
2361,greg,7591,18_30,427.0,7.090076446533203
2362,greg,7591,7_9,335.0,6.910893440246582
2363,greg,7591,12_13,323.0,6.907632827758789
2364,zalo,7983,18_30,427.0,10.813467025756836
2365,zalo,7983,12_13,323.0,10.588665008544922
2366,zalo,7983,7_9,335.0,10.588438034057617
2367,완스토리,8107,18_30,427.0,9.724535942077637
2368,완스토리,8107,7_9,335.0,9.325575828552246
2369,완스토리,8107,12_13,323.0,9.307418823242188
2370,철우,8155,18_30,427.0,6.828920841217041
2371,철우,8155,27_26,437.0,6.682203769683838
2372,철우,8155,26_22,382.0,6.682203769683838
2373,Việt,255,18_30,427.0,11.480216026306152
2374,Việt,255,16_14,415.0,11.187740325927734
2375,Việt,255,16_15,248.0,11.064689636230469
2376,Hoi,271,18_30,427.0,10.636890411376953
2377,Hoi,271,12_13,323.0,10.115013122558594
2378,Hoi,271,7_9,335.0,10.113935470581055
2379,Yu,430,7_9,335.0,10.568022727966309
2380,Yu,430,12_13,323.0,10.54263973236084
2381,Yu,430,18_30,427.0,10.449676513671875
2382,LAM,439,7_9,335.0,11.282198905944824
2383,LAM,439,12_13,323.0,11.277514457702637
2384,LAM,439,18_30,427.0,11.211481094360352
2385,Tự,533,18_30,427.0,10.915848731994629
2386,Tự,533,7_9,335.0,10.538265228271484
2387,Tự,533,12_13,323.0,10.5288667678833
2388,quynh,831,7_9,335.0,10.739422798156738
2389,quynh,831,12_13,323.0,10.718708992004395
2390,quynh,831,16_14,415.0,10.6644868850708
2391,NG,1060,18_30,427.0,10.259272575378418
2392,NG,1060,39_17,293.0,10.230509757995605
2393,NG,1060,18_13,302.0,9.589801788330078
2394,phillip,1195,21_8,51.0,9.073084831237793
2395,phillip,1195,7_9,335.0,9.053787231445312
2396,phillip,1195,12_13,323.0,9.033485412597656
2397,Artem,1206,18_30,427.0,10.572973251342773
2398,Artem,1206,7_9,335.0,10.51148796081543
2399,Artem,1206,17_29,421.0,10.499643325805664
2400,Taewoo,1728,18_30,427.0,10.550753593444824
2401,Taewoo,1728,7_9,335.0,10.19119930267334
2402,Taewoo,1728,39_17,293.0,10.182439804077148
2403,YI,1739,18_30,427.0,10.24559497833252
2404,YI,1739,7_9,335.0,9.634549140930176
2405,YI,1739,12_13,323.0,9.629584312438965
2406,New10,2139,18_30,427.0,11.233688354492188
2407,New10,2139,7_9,335.0,10.727255821228027
2408,New10,2139,12_13,323.0,10.712984085083008
2409,heungrak,2428,18_30,427.0,9.471550941467285
2410,heungrak,2428,7_9,335.0,9.170716285705566
2411,heungrak,2428,12_13,323.0,9.162960052490234
2412,isabel,2443,18_30,427.0,7.667445182800293
2413,isabel,2443,7_9,335.0,7.423914432525635
2414,isabel,2443,12_13,323.0,7.4176344871521
2415,yuta,2564,18_30,427.0,11.068699836730957
2416,yuta,2564,7_9,335.0,10.680509567260742
2417,yuta,2564,12_13,323.0,10.664660453796387
2418,PETER,2749,26_4,436.0,10.215489387512207
2419,PETER,2749,18_30,427.0,10.048368453979492
2420,PETER,2749,17_29,421.0,10.01427936553955
2421,Aditya,2882,18_30,427.0,10.968568801879883
2422,Aditya,2882,7_9,335.0,10.459096908569336
2423,Aditya,2882,12_13,323.0,10.443428039550781
2424,Ravikumar,3129,18_30,427.0,10.611037254333496
2425,Ravikumar,3129,7_9,335.0,10.184142112731934
2426,Ravikumar,3129,12_13,323.0,10.165432929992676
2427,SHEE,3144,18_30,427.0,9.110143661499023
2428,SHEE,3144,7_9,335.0,8.75776481628418
2429,SHEE,3144,12_13,323.0,8.749507904052734
2430,yun,3323,18_30,427.0,10.813270568847656
2431,yun,3323,7_9,335.0,10.241119384765625
2432,yun,3323,12_13,323.0,10.23344612121582
2433,수현,3341,7_9,335.0,9.914372444152832
2434,수현,3341,12_13,323.0,9.91119384765625
2435,수현,3341,18_30,427.0,9.738385200500488
2436,Leilani,3731,18_30,427.0,10.949869155883789
2437,Leilani,3731,7_9,335.0,10.806307792663574
2438,Leilani,3731,12_13,323.0,10.786903381347656
2439,Nobuhiro,3839,18_30,427.0,10.162087440490723
2440,Nobuhiro,3839,7_9,335.0,10.059908866882324
2441,Nobuhiro,3839,12_13,323.0,10.05064868927002
2442,Suchi,3982,18_30,427.0,10.772525787353516
2443,Suchi,3982,7_9,335.0,10.62689208984375
2444,Suchi,3982,12_13,323.0,10.618891716003418
2445,hyojin,4191,7_9,335.0,10.43862533569336
2446,hyojin,4191,12_13,323.0,10.423860549926758
2447,hyojin,4191,3_16,89.0,9.902885437011719
2448,pui,4268,18_30,427.0,10.101905822753906
2449,pui,4268,7_9,335.0,10.026578903198242
2450,pui,4268,12_13,323.0,10.018457412719727
2451,suhee,4305,7_9,335.0,8.584452629089355
2452,suhee,4305,12_13,323.0,8.581486701965332
2453,suhee,4305,18_30,427.0,8.410266876220703
2454,샛별,4391,18_30,427.0,10.18256664276123
2455,샛별,4391,7_9,335.0,9.941069602966309
2456,샛별,4391,12_13,323.0,9.932164192199707
2457,Antonio,4497,18_30,427.0,9.483930587768555
2458,Antonio,4497,26_7,123.0,9.159502983093262
2459,Antonio,4497,7_9,335.0,9.068124771118164
2460,Edyta,4650,18_30,427.0,11.08640193939209
2461,Edyta,4650,17_29,421.0,11.058093070983887
2462,Edyta,4650,17_18,419.0,11.058093070983887
2463,Hongmala,4749,7_9,335.0,10.762145042419434
2464,Hongmala,4749,18_30,427.0,10.746623992919922
2465,Hongmala,4749,12_13,323.0,10.740596771240234
2466,Oleg,5074,18_30,427.0,10.777266502380371
2467,Oleg,5074,39_17,293.0,10.274284362792969
2468,Oleg,5074,7_9,335.0,10.12174129486084
2469,SEOKHOON,5140,32_24,356.0,7.578865051269531
2470,SEOKHOON,5140,18_30,427.0,7.208637237548828
2471,SEOKHOON,5140,12_13,323.0,6.943449974060059
2472,YUNJU,5373,18_30,427.0,10.003438949584961
2473,YUNJU,5373,12_13,323.0,9.74962329864502
2474,YUNJU,5373,7_9,335.0,9.74959945678711
2475,hyunjung,5490,15_24,326.0,10.002711296081543
2476,hyunjung,5490,9_14,337.0,9.96127986907959
2477,hyunjung,5490,7_9,335.0,9.488624572753906
2478,Aruna,5832,35_6,153.0,9.98068904876709
2479,Aruna,5832,18_30,427.0,9.975587844848633
2480,Aruna,5832,7_9,335.0,9.847161293029785
2481,Aurélie,5838,18_30,427.0,11.276531219482422
2482,Aurélie,5838,7_9,335.0,11.047335624694824
2483,Aurélie,5838,12_13,323.0,11.046165466308594
2484,KIDEOG,6536,18_30,427.0,9.598468780517578
2485,KIDEOG,6536,7_9,335.0,9.472149848937988
2486,KIDEOG,6536,12_13,323.0,9.453279495239258
2487,MINKUK,6702,18_30,427.0,10.393482208251953
2488,MINKUK,6702,7_9,335.0,10.130264282226562
2489,MINKUK,6702,12_13,323.0,10.119854927062988
2490,Minchul,6784,18_30,427.0,8.0892915725708
2491,Minchul,6784,7_9,335.0,7.883574962615967
2492,Minchul,6784,12_13,323.0,7.878601551055908
2493,Monalisa,6800,18_30,427.0,10.489789009094238
2494,Monalisa,6800,7_9,335.0,10.036605834960938
2495,Monalisa,6800,12_13,323.0,10.020045280456543
2496,NAREE,6829,18_30,427.0,10.393482208251953
2497,NAREE,6829,7_9,335.0,10.130264282226562
2498,NAREE,6829,12_13,323.0,10.119854927062988
2499,SUNGJU,7072,18_30,427.0,7.236111640930176
2500,SUNGJU,7072,7_9,335.0,7.1619462966918945
2501,SUNGJU,7072,12_13,323.0,7.1539106369018555
2502,Seombee,7100,18_30,427.0,10.373344421386719
2503,Seombee,7100,7_9,335.0,10.198974609375
2504,Seombee,7100,12_13,323.0,10.183094024658203
2505,Sherwin,7130,18_30,427.0,7.219099521636963
2506,Sherwin,7130,7_9,335.0,7.032505512237549
2507,Sherwin,7130,39_17,293.0,7.026289463043213
2508,Sonny,7155,18_30,427.0,9.320383071899414
2509,Sonny,7155,7_9,335.0,9.240673065185547
2510,Sonny,7155,16_14,415.0,9.230480194091797
2511,Vỹ,7326,18_30,427.0,8.905176162719727
2512,Vỹ,7326,7_9,335.0,8.80630111694336
2513,Vỹ,7326,12_13,323.0,8.796998977661133
2514,junghyeon,7718,18_30,427.0,9.456274032592773
2515,junghyeon,7718,7_9,335.0,9.10191822052002
2516,junghyeon,7718,12_13,323.0,9.087959289550781
2517,태우,8162,18_30,427.0,10.789127349853516
2518,태우,8162,7_9,335.0,10.508441925048828
2519,태우,8162,12_13,323.0,10.499198913574219
2520,IL,645,18_30,427.0,9.927875518798828
2521,IL,645,7_9,335.0,9.417353630065918
2522,IL,645,12_13,323.0,9.415830612182617
2523,Toàn,659,18_30,427.0,11.867097854614258
2524,Toàn,659,7_9,335.0,11.368430137634277
2525,Toàn,659,12_13,323.0,11.362027168273926
2526,Sandy,1174,18_30,427.0,11.498242378234863
2527,Sandy,1174,7_9,335.0,11.16917896270752
2528,Sandy,1174,12_13,323.0,11.15591049194336
2529,HANJU,1217,18_30,427.0,10.045400619506836
2530,HANJU,1217,7_9,335.0,9.939655303955078
2531,HANJU,1217,12_13,323.0,9.926009178161621
2532,Theodore,1260,18_30,427.0,9.977478981018066
2533,Theodore,1260,7_9,335.0,9.80226993560791
2534,Theodore,1260,12_13,323.0,9.796708106994629
2535,Roy,1510,18_30,427.0,10.56128215789795
2536,Roy,1510,7_9,335.0,10.391375541687012
2537,Roy,1510,12_13,323.0,10.380331993103027
2538,Haewon,1953,18_30,427.0,10.595281600952148
2539,Haewon,1953,7_9,335.0,10.424678802490234
2540,Haewon,1953,12_13,323.0,10.413848876953125
2541,Mika,2111,18_30,427.0,11.004119873046875
2542,Mika,2111,7_9,335.0,10.559677124023438
2543,Mika,2111,12_13,323.0,10.553731918334961
2544,HYERIM,2664,7_29,362.0,8.788686752319336
2545,HYERIM,2664,7_22,361.0,8.787386894226074
2546,HYERIM,2664,23_7,353.0,8.787386894226074
2547,OOI,3104,18_30,427.0,10.77988338470459
2548,OOI,3104,16_14,415.0,10.242521286010742
2549,OOI,3104,7_9,335.0,10.239776611328125
2550,Thodsapol,3190,18_30,427.0,10.24472713470459
2551,Thodsapol,3190,39_17,293.0,10.172430992126465
2552,Thodsapol,3190,12_10,205.0,9.993437767028809
2553,Hàn,3600,18_30,427.0,11.056164741516113
2554,Hàn,3600,7_9,335.0,10.632834434509277
2555,Hàn,3600,12_13,323.0,10.618568420410156
2556,Kan,3696,18_30,427.0,10.762224197387695
2557,Kan,3696,7_9,335.0,10.573234558105469
2558,Kan,3696,12_13,323.0,10.567234992980957
2559,TAEHYUNG,3996,18_30,427.0,11.070584297180176
2560,TAEHYUNG,3996,7_9,335.0,10.679910659790039
2561,TAEHYUNG,3996,12_13,323.0,10.664036750793457
2562,Yulkang,4128,18_30,427.0,9.017350196838379
2563,Yulkang,4128,7_9,335.0,8.918538093566895
2564,Yulkang,4128,12_13,323.0,8.902173042297363
2565,liming,4241,18_30,427.0,10.44913101196289
2566,liming,4241,39_17,293.0,10.106701850891113
2567,liming,4241,7_9,335.0,10.013741493225098
2568,soa,4298,18_30,427.0,11.40573787689209
2569,soa,4298,7_9,335.0,10.960714340209961
2570,soa,4298,12_13,323.0,10.94904899597168
2571,Borhun,4528,18_30,427.0,10.24472713470459
2572,Borhun,4528,39_17,293.0,10.172430992126465
2573,Borhun,4528,12_10,205.0,9.993437767028809
2574,Elvira,4654,18_30,427.0,9.163333892822266
2575,Elvira,4654,10_30,365.0,9.058195114135742
2576,Elvira,4654,27_26,437.0,9.05341911315918
2577,TrầnLê,5292,18_30,427.0,10.734560012817383
2578,TrầnLê,5292,39_17,293.0,10.443916320800781
2579,TrầnLê,5292,16_14,415.0,10.170756340026855
2580,lara,5538,26_11,435.0,9.718360900878906
2581,lara,5538,25_16,433.0,9.718360900878906
2582,lara,5538,10_20,399.0,9.718360900878906
2583,요뿌요,5721,18_30,427.0,10.387760162353516
2584,요뿌요,5721,7_9,335.0,9.835966110229492
2585,요뿌요,5721,12_13,323.0,9.828592300415039
2586,CHUI,5931,18_30,427.0,10.94157886505127
2587,CHUI,5931,7_9,335.0,10.733366966247559
2588,CHUI,5931,12_13,323.0,10.716025352478027
2589,Hee,6289,18_30,427.0,10.457119941711426
2590,Hee,6289,7_9,335.0,10.172935485839844
2591,Hee,6289,12_13,323.0,10.16436767578125
2592,Hyemi,6326,18_30,427.0,9.669571876525879
2593,Hyemi,6326,16_14,415.0,9.515508651733398
2594,Hyemi,6326,16_15,248.0,9.422157287597656
2595,Sinhthai,7146,18_30,427.0,10.70362663269043
2596,Sinhthai,7146,7_9,335.0,10.491692543029785
2597,Sinhthai,7146,12_13,323.0,10.479007720947266
2598,TAKAYUKI,7208,18_30,427.0,8.515044212341309
2599,TAKAYUKI,7208,7_9,335.0,8.298501014709473
2600,TAKAYUKI,7208,12_13,323.0,8.29326343536377
2601,TRang,7223,18_30,427.0,10.979597091674805
2602,TRang,7223,7_9,335.0,10.535343170166016
2603,TRang,7223,12_13,323.0,10.525725364685059
2604,Zhi,7493,18_30,427.0,10.641339302062988
2605,Zhi,7493,7_9,335.0,10.532271385192871
2606,Zhi,7493,12_13,323.0,10.520456314086914
2607,hyungu,7647,7_9,335.0,9.848401069641113
2608,hyungu,7647,12_13,323.0,9.842779159545898
2609,hyungu,7647,18_30,427.0,9.5906982421875
2610,영화,8103,18_30,427.0,8.918959617614746
2611,영화,8103,7_9,335.0,8.613188743591309
